empresa,sindicato,tipo,categoria,estado,endereço,bairro,cep,Cidade,email
Empresa 609,Empresa 609,Trabalhador,Categoria 609,*Minas Gerais*.,Endereço 609,Centro,30.130-180,Belo Horizonte/MG,609email@emailfalso.com
Empresa 610,Empresa 610,Trabalhador,Categoria 610,*Sergipe*.,Endereço 610,Centro,49.010-130,Aracaju/SE,610email@emailfalso.com
Empresa 611,Empresa 611,Trabalhador,Categoria 611,*Rondônia*.,Endereço 611,jardim Tropical,78.950-000,Ouro Preto do Oeste/RO,611email@emailfalso.com
Empresa 612,Empresa 612,Trabalhador,Categoria 612,*Ceará*.,Endereço 612,Centro,60.030-100,Fortaleza/CE,612email@emailfalso.com
Empresa 613,Empresa 613,Trabalhador,Categoria 613,"*Ceará*: Abaiara, Acarape, Acaraú, Acopiara, Altaneira, Alto Santo, Amontada, Apuiarés, Aquiraz, Aracoiaba, Ararendá, Araripe, Aratuba, Assaré, Aurora, Baixio, Banabuiú, Barbalha, Barreira, Barro, Barroquinha, Baturité, Beberibe, Bela Cruz, Boa Viagem, Brejo Santo, Camocim, Campos Sales, Canindé, Capistrano, Caridade, Cariré, Caririaçu, Cariús, Carnaubal, Cascavel, Catarina, Catunda, Caucaia, Cedro, Chaval, Choró, Chorozinho, Coreaú, Crateús, Crato, Croatá, Cruz, Deputado Irapuan Pinheiro, Ererê, Eusébio, Farias Brito, Forquilha, Fortaleza, Fortim, Frecheirinha, General Sampaio, Graça, Granja, Granjeiro, Groaíras, Guaiúba, Guaraciaba do Norte, Guaramiranga, Hidrolândia, Horizonte, Ibaretama, Ibiapina, Ibicuitinga, Icapuí, Icó, Iguatu, Independência, Ipaporanga, Ipaumirim, Ipu, Ipueiras, Iracema, Irauçuba, Itaiçaba, Itaitinga, Itapajé, Itapipoca, Itapiúna, Itarema, Itatira, Jaguaretama, Jaguaribara, Jaguaribe, Jaguaruana, Jardim, Jati, Jijoca de Jericoacoara, Juazeiro do Norte, Jucás, Lavras da Mangabeira, Limoeiro do Norte, Madalena, Maracanaú, Maranguape, Marco, Martinópole, Massapê, Mauriti, Meruoca, Milagres, Milhã, Miraíma, Missão Velha, Mombaça, Monsenhor Tabosa, Morada Nova, Moraújo, Morrinhos, Mucambo, Mulungu, Nova Olinda, Nova Russas, Novo Oriente, Ocara, Orós, Pacajus, Pacatuba, Pacoti, Pacujá, Palhano, Palmácia, Paracuru, Paraipaba, Parambu, Paramoti, Pedra Branca, Penaforte, Pentecoste, Pereiro, Pindoretama, Piquet Carneiro, Pires Ferreira, Poranga, Porteiras, Potengi, Potiretama, Quiterianópolis, Quixadá, Quixelô, Quixeramobim, Quixeré, Redenção, Reriutaba, Russas, Salitre, Santa Quitéria, Santana do Acaraú, Santana do Cariri, São Benedito, São Gonçalo do Amarante, São João do Jaguaribe, São Luís do Curu, Senador Pompeu, Senador Sá, Sobral, Solonópole, Tabuleiro do Norte, Tamboril, Tarrafas, Tauá, Tejuçuoca, Tianguá, Trairi, Tururu, Ubajara, Umari, Umirim, Uruburetama, Uruoca, Varjota, Várzea Alegre e Viçosa do Ceará.",Endereço 613,José Bonifácio,60.050-041,Fortaleza/CE,613email@emailfalso.com
Empresa 614,Empresa 614,Trabalhador,Categoria 614,*São Paulo*: Charqueada.,Endereço 614,São Benedito,13.515-000,Charqueada/SP,614email@emailfalso.com
Empresa 615,Empresa 615,Trabalhador,Categoria 615,*Espírito Santo*: Rio Bananal.,Endereço 615,SÃO SEBASTIÃO,29.920-000,Rio Bananal/ES,615email@emailfalso.com
Empresa 616,Empresa 616,Trabalhador,Categoria 616,*Bahia*: Remanso.,Endereço 616,Quadra 04 Centro,47.200-000,Remanso/BA,616email@emailfalso.com
Empresa 617,Empresa 617,Trabalhador,Categoria 617,*Rio Grande do Sul*: Imigrante.,Endereço 617,Centro,95.885-000,Imigrante/RS,617email@emailfalso.com
Empresa 618,Empresa 618,Trabalhador,Categoria 618,*Minas Gerais*: Mata Verde.,Endereço 618,Centro,39.915-000,Mata Verde/MG,618email@emailfalso.com
Empresa 619,Empresa 619,Trabalhador,Categoria 619,*Goiás*: Itaguaru.,Endereço 619,CENTRO,76.660-000,Itaguaru/GO,619email@emailfalso.com
Empresa 620,Empresa 620,Trabalhador,Categoria 620,*Piauí*: Várzea Branca.,Endereço 620,Centro,64.773-000,Várzea Branca/PI,620email@emailfalso.com
Empresa 621,Empresa 621,Trabalhador,Categoria 621,*Ceará*: Massapê.,Endereço 621,CENTRO,62.140-000,Massapê/CE,621email@emailfalso.com
Empresa 622,Empresa 622,Trabalhador,Categoria 622,*Minas Gerais*: Várzea da Palma.,Endereço 622,Centro,39.260-000,Várzea da Palma/MG,622email@emailfalso.com
Empresa 623,Empresa 623,Trabalhador,Categoria 623,*Minas Gerais*: Delfinópolis.,Endereço 623,Centro,37.910-000,Delfinópolis/MG,623email@emailfalso.com
Empresa 624,Empresa 624,Trabalhador,Categoria 624,*Mato Grosso do Sul*: Dourados.,Endereço 624,Vila Industrial,79.840-230,Dourados/MS,624email@emailfalso.com
Empresa 625,Empresa 625,Trabalhador,Categoria 625,*Espírito Santo*: Itarana.,Endereço 625,Centro,29.620-000,Itarana/ES,625email@emailfalso.com
Empresa 626,Empresa 626,Trabalhador,Categoria 626,*Minas Gerais*: Presidente Bernardes.,Endereço 626,Centro,36.475-000,Presidente Bernardes/MG,626email@emailfalso.com
Empresa 627,Empresa 627,Trabalhador,Categoria 627,*Distrito Federal*.,Endereço 627,Setor de Habitações Individuais Norte,71.503-511,Brasília/DF,627email@emailfalso.com
Empresa 628,Empresa 628,Trabalhador,Categoria 628,*Rio Grande do Sul*: Jaguari.,Endereço 628,Centro,97.760-000,Jaguari/RS,628email@emailfalso.com
Empresa 629,Empresa 629,Trabalhador,Categoria 629,*Paraná*: Mamborê.,Endereço 629,sub urbano,87.340-000,Mamborê/PR,629email@emailfalso.com
Empresa 630,Empresa 630,Trabalhador,Categoria 630,*Alagoas*: Maceió.,Endereço 630,Centro,57.020-290,Maceió/AL,630email@emailfalso.com
Empresa 631,Empresa 631,Trabalhador,Categoria 631,*Goiás*: Acreúna.,Endereço 631,Conjunto Paineiras,75.960-000,Acreúna/GO,631email@emailfalso.com
Empresa 632,Empresa 632,Trabalhador,Categoria 632,*Goiás*: Inhumas.,Endereço 632,Anhanguera,75.400-000,Inhumas/GO,632email@emailfalso.com
Empresa 633,Empresa 633,Trabalhador,Categoria 633,*Bahia*: Cachoeira.,Endereço 633,centro,44.300-000,Cachoeira/BA,633email@emailfalso.com
Empresa 634,Empresa 634,Trabalhador,Categoria 634,*Santa Catarina*: Alfredo Wagner.,Endereço 634,Centro,88.450-000,Alfredo Wagner/SC,634email@emailfalso.com
Empresa 635,Empresa 635,Trabalhador,Categoria 635,"*Paraná*: Adrianópolis, Agudos do Sul, Almirante Tamandaré, Antonina, Araucária, Balsa Nova, Bocaiúva do Sul, Campina do Simão, Campo Largo, Campo Magro, Cerro Azul, Colombo, Contenda, Curitiba, Doutor Ulysses, Fazenda Rio Grande, Guaraqueçaba, Guaratuba, Itaperuçu, Mandirituba, Matinhos, Morretes, Paranaguá, Pinhais, Piraquara, Pontal do Paraná, Quatro Barras, Quitandinha, Rio Branco do Sul, São José dos Pinhais, Tijucas do Sul e Tunas do Paraná.",Endereço 635,Centro,80.060-010,Curitiba/PR,635email@emailfalso.com
Empresa 636,Empresa 636,Trabalhador,Categoria 636,*Paraná*.,Endereço 636,Centro,80.020-910,Curitiba/PR,636email@emailfalso.com
Empresa 637,Empresa 637,Trabalhador,Categoria 637,*Rio Grande do Sul*: Quinze de Novembro.,Endereço 637,TRES PALMEIRAS,98.230-000,Quinze de Novembro/RS,637email@emailfalso.com
Empresa 638,Empresa 638,Trabalhador,Categoria 638,"*Bahia*: Belmonte, Eunápolis, Guaratinga, Itabela, Porto Seguro e Santa Cruz Cabrália.",Endereço 638,Centro,45.810-000,Porto Seguro/BA,638email@emailfalso.com
Empresa 639,Empresa 639,Trabalhador,Categoria 639,"*Pernambuco*: Aliança, Buenos Aires, Carpina, Itaquitinga, Lagoa do Carro, Macaparana, Paudalho, Tracunhaém e Vicência.",Endereço 639,São Sebastião,55.818-565,Carpina/PE,639email@emailfalso.com
Empresa 640,Empresa 640,Trabalhador,Categoria 640,*Goiás*: Goiânia.,Endereço 640,Setor Sul,74.083-060,Goiânia/GO,640email@emailfalso.com
Empresa 641,Empresa 641,Trabalhador,Categoria 641,*Paraíba*.,Endereço 641,Centro,58.011-000,João Pessoa/PB,641email@emailfalso.com
Empresa 642,Empresa 642,Trabalhador,Categoria 642,*Paraíba*.,Endereço 642,Castelo Branco,58.051-900,João Pessoa/PB,642email@emailfalso.com
Empresa 643,Empresa 643,Trabalhador,Categoria 643,*Goiás*: Anápolis.,Endereço 643,Setor Central,75.020-420,Anápolis/GO,643email@emailfalso.com
Empresa 644,Empresa 644,Trabalhador,Categoria 644,*Ceará*.,Endereço 644,Centro,60.050-040,Fortaleza/CE,644email@emailfalso.com
Empresa 645,Empresa 645,Trabalhador,Categoria 645,*Mato Grosso*: Brasnorte.,Endereço 645,CENTRO,78.350-000,Brasnorte/MT,645email@emailfalso.com
Empresa 646,Empresa 646,Trabalhador,Categoria 646,*Minas Gerais*.,Endereço 646,Barro Preto,30.190-080,Belo Horizonte/MG,646email@emailfalso.com
Empresa 647,Empresa 647,Trabalhador,Categoria 647,*Amazonas*: Manaus.,Endereço 647,Aparecida,69.010-300,Manaus/AM,647email@emailfalso.com
Empresa 648,Empresa 648,Trabalhador,Categoria 648,*Paraná*: Peabiru.,Endereço 648,centro,87.250-000,Peabiru/PR,648email@emailfalso.com
Empresa 649,Empresa 649,Trabalhador,Categoria 649,*Tocantins*.,Endereço 649,Plano Diretor Norte,77.006-214,Palmas/TO,649email@emailfalso.com
Empresa 650,Empresa 650,Trabalhador,Categoria 650,*São Paulo*: Pindorama.,Endereço 650,Centro,15.830-000,Pindorama/SP,650email@emailfalso.com
Empresa 651,Empresa 651,Trabalhador,Categoria 651,*Rio Grande do Sul*: Campo Bom.,Endereço 651,Centro,93.700-000,Campo Bom/RS,651email@emailfalso.com
Empresa 652,Empresa 652,Trabalhador,Categoria 652,"*São Paulo*: Caconde, Divinolândia e Tapiratiba.",Endereço 652,Centro,13.770-000,Caconde/SP,652email@emailfalso.com
Empresa 653,Empresa 653,Trabalhador,Categoria 653,*Rondônia*.,Endereço 653,Pedrinhas,78.903-040,Porto Velho/RO,653email@emailfalso.com
Empresa 654,Empresa 654,Trabalhador,Categoria 654,*Bahia*: Camacan.,Endereço 654,Centro,45.880-000,Camacan/BA,654email@emailfalso.com
Empresa 655,Empresa 655,Trabalhador,Categoria 655,*Minas Gerais*: Capelinha.,Endereço 655,CENTRO,39.680-000,Capelinha/MG,655email@emailfalso.com
Empresa 656,Empresa 656,Trabalhador,Categoria 656,*Ceará*.,Endereço 656,Benfica,60.020-110,Fortaleza/CE,656email@emailfalso.com
Empresa 657,Empresa 657,Trabalhador,Categoria 657,*Alagoas*: Marechal Deodoro.,Endereço 657,CENTRO,57.160-000,Marechal Deodoro/AL,657email@emailfalso.com
Empresa 658,Empresa 658,Trabalhador,Categoria 658,*Maranhão*: São Luís.,Endereço 658,COHAB Anil III,65.050-270,São Luís/MA,658email@emailfalso.com
Empresa 659,Empresa 659,Trabalhador,Categoria 659,"*Maranhão*: Açailândia, Afonso Cunha, Água Doce do Maranhão, Alcântara, Aldeias Altas, Altamira do Maranhão, Alto Alegre do Maranhão, Alto Alegre do Pindaré, Alto Parnaíba, Amapá do Maranhão, Amarante do Maranhão, Anajatuba, Anapurus, Apicum-Açu, Araguanã, Araioses, Arame, Arari, Axixá, Bacabal, Bacabeira, Bacuri, Bacurituba, Balsas, Barão de Grajaú, Barra do Corda, Barreirinhas, Bela Vista do Maranhão, Belágua, Benedito Leite, Bequimão, Bernardo do Mearim, Boa Vista do Gurupi, Bom Jardim, Bom Jesus das Selvas, Bom Lugar, Brejo, Brejo de Areia, Buriti, Buriti Bravo, Buriticupu, Buritirana, Cachoeira Grande, Cajapió, Cajari, Campestre do Maranhão, Cândido Mendes, Cantanhede, Capinzal do Norte, Carolina, Carutapera, Caxias, Cedral, Central do Maranhão, Centro do Guilherme, Centro Novo do Maranhão, Chapadinha, Cidelândia, Codó, Coelho Neto, Colinas, Conceição do Lago-Açu, Coroatá, Cururupu, Davinópolis, Dom Pedro, Duque Bacelar, Esperantinópolis, Estreito, Feira Nova do Maranhão, Fernando Falcão, Formosa da Serra Negra, Fortaleza dos Nogueiras, Fortuna, Godofredo Viana, Gonçalves Dias, Governador Archer, Governador Edison Lobão, Governador Eugênio Barros, Governador Luiz Rocha, Governador Newton Bello, Governador Nunes Freire, Graça Aranha, Grajaú, Guimarães, Humberto de Campos, Icatu, Igarapé do Meio, Igarapé Grande, Imperatriz, Itaipava do Grajaú, Itinga do Maranhão, Jatobá, Jenipapo dos Vieiras, João Lisboa, Joselândia, Junco do Maranhão, Lago da Pedra, Lago do Junco, Lago dos Rodrigues, Lago Verde, Lagoa do Mato, Lagoa Grande do Maranhão, Lajeado Novo, Lima Campos, Loreto, Luís Domingues, Magalhães de Almeida, Maracaçumé, Marajá do Sena, Maranhãozinho, Mata Roma, Matões, Matões do Norte, Milagres do Maranhão, Mirador, Miranda do Norte, Mirinzal, Monção, Montes Altos, Morros, Nina Rodrigues, Nova Colinas, Nova Olinda do Maranhão, Olho d'Água das Cunhãs, Olinda Nova do Maranhão, Paço do Lumiar, Palmeirândia, Paraibano, Parnarama, Passagem Franca, Paulino Neves, Paulo Ramos, Pedreiras, Pedro do Rosário, Penalva, Peri Mirim, Peritoró, Pindaré-Mirim, Pinheiro, Pio XII, Pirapemas, Poção de Pedras, Porto Franco, Porto Rico do Maranhão, Presidente Dutra, Presidente Juscelino, Presidente Médici, Presidente Sarney, Presidente Vargas, Primeira Cruz, Raposa, Riachão, Ribamar Fiquene, Rosário, Sambaíba, Santa Filomena do Maranhão, Santa Helena, Santa Inês, Santa Luzia do Paruá, Santa Quitéria do Maranhão, Santa Rita, Santana do Maranhão, Santo Amaro do Maranhão, Santo Antônio dos Lopes, São Benedito do Rio Preto, São Bento, São Bernardo, São Domingos do Azeitão, São Domingos do Maranhão, São Félix de Balsas, São Francisco do Brejão, São Francisco do Maranhão, São João Batista, São João do Carú, São João do Paraíso, São João do Soter, São José de Ribamar, São José dos Basílios, São Luís, São Luís Gonzaga do Maranhão, São Mateus do Maranhão, São Pedro da Água Branca, São Pedro dos Crentes, São Raimundo das Mangabeiras, São Raimundo do Doca Bezerra, São Roberto, São Vicente Ferrer, Satubinha, Senador Alexandre Costa, Senador La Rocque, Serrano do Maranhão, Sítio Novo, Sucupira do Riachão, Tasso Fragoso, Timbiras, Timon, Trizidela do Vale, Tufilândia, Tuntum, Turiaçu, Turilândia, Tutóia, Urbano Santos, Vargem Grande, Viana, Vila Nova dos Martírios, Vitória do Mearim, Vitorino Freire e Zé Doca.",Endereço 659,Centro,65.010-160,São Luís/MA,659email@emailfalso.com
Empresa 660,Empresa 660,Trabalhador,Categoria 660,*Santa Catarina*: Bombinhas.,Endereço 660,José Amandio,88.215-000,Bombinhas/SC,660email@emailfalso.com
Empresa 661,Empresa 661,Trabalhador,Categoria 661,*Alagoas*: Anadia.,Endereço 661,Centro,57.660-000,Anadia/AL,661email@emailfalso.com
Empresa 662,Empresa 662,Trabalhador,Categoria 662,*Mato Grosso*: Paranatinga.,Endereço 662,JARDIM PRIMAVERA I,78.870-000,Paranatinga/MT,662email@emailfalso.com
Empresa 663,Empresa 663,Trabalhador,Categoria 663,"*Ceará*: Aquiraz, Caucaia, Chorozinho, Eusébio, Fortaleza, Guaiúba, Horizonte, Itaitinga, Maracanaú, Maranguape, Pacajus, Pacatuba e São Gonçalo do Amarante.",Endereço 663,Montese,60.420-630,Fortaleza/CE,663email@emailfalso.com
Empresa 664,Empresa 664,Trabalhador,Categoria 664,*Bahia*: Tucano.,Endereço 664,Centro,48.790-000,Tucano/BA,664email@emailfalso.com
Empresa 665,Empresa 665,Trabalhador,Categoria 665,*Paraíba*: Alagoa Grande.,Endereço 665,centro,58.388-000,Alagoa Grande/PB,665email@emailfalso.com
Empresa 666,Empresa 666,Trabalhador,Categoria 666,*Rio Grande do Sul*: Lagoa dos Três Cantos.,Endereço 666,CENTRO,99.495-000,Lagoa dos Três Cantos/RS,666email@emailfalso.com
Empresa 667,Empresa 667,Trabalhador,Categoria 667,*Santa Catarina*: Porto Belo.,Endereço 667,Centro,88.210-000,Porto Belo/SC,667email@emailfalso.com
Empresa 668,Empresa 668,Trabalhador,Categoria 668,*Rio de Janeiro*: São Francisco de Itabapoana.,Endereço 668,CENTRO,28.230-000,São Francisco de Itabapoana/RJ,668email@emailfalso.com
Empresa 669,Empresa 669,Trabalhador,Categoria 669,*Bahia*: Sobradinho.,Endereço 669,São Francisco,48.925-000,Sobradinho/BA,669email@emailfalso.com
Empresa 670,Empresa 670,Trabalhador,Categoria 670,*Santa Catarina*: Presidente Nereu.,Endereço 670,Centro,89.184-000,Presidente Nereu/SC,670email@emailfalso.com
Empresa 671,Empresa 671,Trabalhador,Categoria 671,*São Paulo*: Barueri.,Endereço 671,Vila São Jorge,06.402-030,Barueri/SP,671email@emailfalso.com
Empresa 672,Empresa 672,Trabalhador,Categoria 672,*Mato Grosso do Sul*: Terenos.,Endereço 672,centro,79.190-000,Terenos/MS,672email@emailfalso.com
Empresa 673,Empresa 673,Trabalhador,Categoria 673,*Mato Grosso*.,Endereço 673,Grande Terceiro,78.065-590,Cuiabá/MT,673email@emailfalso.com
Empresa 674,Empresa 674,Trabalhador,Categoria 674,*Bahia*.,Endereço 674,Nazaré,40.040-030,Salvador/BA,674email@emailfalso.com
Empresa 675,Empresa 675,Trabalhador,Categoria 675,*Santa Catarina*: Lages.,Endereço 675,Centro,88.502-070,Lages/SC,675email@emailfalso.com
Empresa 676,Empresa 676,Trabalhador,Categoria 676,*Goiás*: Águas Lindas de Goiás.,Endereço 676,setor 8,72.910-000,Águas Lindas de Goiás/GO,676email@emailfalso.com
Empresa 677,Empresa 677,Trabalhador,Categoria 677,*Paraíba*.,Endereço 677,Brisamar,58.031-010,João Pessoa/PB,677email@emailfalso.com
Empresa 678,Empresa 678,Trabalhador,Categoria 678,*Espírito Santo*: Santa Maria de Jetibá.,Endereço 678,Centro,29.645-000,Santa Maria de Jetibá/ES,678email@emailfalso.com
Empresa 679,Empresa 679,Trabalhador,Categoria 679,*Pernambuco*: Camutanga.,Endereço 679,CENTRO,55.930-000,Camutanga/PE,679email@emailfalso.com
Empresa 680,Empresa 680,Trabalhador,Categoria 680,,Endereço 680,,,Brasília/DF,680email@emailfalso.com
Empresa 681,Empresa 681,Trabalhador,Categoria 681,*Ceará*: Fortaleza.,Endereço 681,Centro,60.020-031,Fortaleza/CE,681email@emailfalso.com
Empresa 682,Empresa 682,Trabalhador,Categoria 682,*Minas Gerais*.,Endereço 682,Barro Preto,30.180-101,Belo Horizonte/MG,682email@emailfalso.com
Empresa 683,Empresa 683,Trabalhador,Categoria 683,"*São Paulo*: Amparo, Indaiatuba, Louveira e Valinhos.",Endereço 683,Vila Olivo,13.276-020,Valinhos/SP,683email@emailfalso.com
Empresa 684,Empresa 684,Trabalhador,Categoria 684,*Rio de Janeiro*.,Endereço 684,Centro,20.031-010,Rio de Janeiro/RJ,684email@emailfalso.com
Empresa 685,Empresa 685,Trabalhador,Categoria 685,*Rio Grande do Sul*: Cachoeira do Sul.,Endereço 685,Santo Antônio,96.506-321,Cachoeira do Sul/RS,685email@emailfalso.com
Empresa 686,Empresa 686,Trabalhador,Categoria 686,"*Mato Grosso do Sul*: Água Clara, Selvíria e Três Lagoas.",Endereço 686,Centro,79.602-080,Três Lagoas/MS,686email@emailfalso.com
Empresa 687,Empresa 687,Trabalhador,Categoria 687,*São Paulo*: Itu.,Endereço 687,Jardim São José,13.310-311,Itu/SP,687email@emailfalso.com
Empresa 688,Empresa 688,Trabalhador,Categoria 688,*Espírito Santo*: Jaguaré.,Endereço 688,Centro,29.950-000,Jaguaré/ES,688email@emailfalso.com
Empresa 689,Empresa 689,Trabalhador,Categoria 689,*Ceará*: Ibiapina.,Endereço 689,São João,62.360-000,Ibiapina/CE,689email@emailfalso.com
Empresa 690,Empresa 690,Trabalhador,Categoria 690,*Espírito Santo*: Castelo.,Endereço 690,Centro,29.360-000,Castelo/ES,690email@emailfalso.com
Empresa 691,Empresa 691,Trabalhador,Categoria 691,*São Paulo*: Araçoiaba da Serra e Capela do Alto.,Endereço 691,Centro,18.190-000,Araçoiaba da Serra/SP,691email@emailfalso.com
Empresa 692,Empresa 692,Trabalhador,Categoria 692,*Minas Gerais*.,Endereço 692,Barro Preto,30.180-109,Belo Horizonte/MG,692email@emailfalso.com
Empresa 693,Empresa 693,Trabalhador,Categoria 693,*Minas Gerais*: Ponte Nova.,Endereço 693,Centro,35.430-001,Ponte Nova/MG,693email@emailfalso.com
Empresa 694,Empresa 694,Trabalhador,Categoria 694,*Minas Gerais*: Barbacena.,Endereço 694,São Sebastião,36.202-338,Barbacena/MG,694email@emailfalso.com
Empresa 695,Empresa 695,Trabalhador,Categoria 695,*Espírito Santo*: Atílio Vivacqua.,Endereço 695,centro,29.490-000,Atílio Vivácqua/ES,695email@emailfalso.com
Empresa 696,Empresa 696,Trabalhador,Categoria 696,*Rio de Janeiro*: Barra Mansa.,Endereço 696,Centro,27.345-310,Barra Mansa/RJ,696email@emailfalso.com
Empresa 697,Empresa 697,Trabalhador,Categoria 697,*Rio Grande do Sul*: Vale do Sol.,Endereço 697,Centro,96.878-000,Vale do Sol/RS,697email@emailfalso.com
Empresa 698,Empresa 698,Trabalhador,Categoria 698,*São Paulo*: Hortolândia.,Endereço 698,Loteamento Remanso Campineiro,13.184-456,Hortolândia/SP,698email@emailfalso.com
Empresa 699,Empresa 699,Trabalhador,Categoria 699,*Mato Grosso do Sul*: Camapuã.,Endereço 699,Centro,79.420-000,Camapuã/MS,699email@emailfalso.com
Empresa 700,Empresa 700,Trabalhador,Categoria 700,,Endereço 700,Centro,96.400-350,Bagé/RS,700email@emailfalso.com
Empresa 701,Empresa 701,Trabalhador,Categoria 701,*Mato Grosso*: Nova Xavantina.,Endereço 701,Flor de Liz,78.690-000,Nova Xavantina/MT,701email@emailfalso.com
Empresa 702,Empresa 702,Trabalhador,Categoria 702,*Minas Gerais*.,Endereço 702,Floresta,31.110-010,Belo Horizonte/MG,702email@emailfalso.com
Empresa 703,Empresa 703,Trabalhador,Categoria 703,*Bahia*: Jequié.,Endereço 703,Campo do América,45.203-011,Jequié/BA,703email@emailfalso.com
